AIRPORT,Year,Month,Dom_Acm_Out,Int_Acm_Out,Acm_Out
ROCKHAMPTON,2024,4,435,0,435
ROCKHAMPTON,2024,5,439,0,439
ROCKHAMPTON,2024,6,388,0,388
ROCKHAMPTON,2024,7,425,0,425
ROCKHAMPTON,2024,8,417,0,417
ROCKHAMPTON,2024,9,403,0,403
ROCKHAMPTON,2024,10,417,0,417
ROCKHAMPTON,2024,11,392,0,392
ROCKHAMPTON,2024,12,372,0,372
ROCKHAMPTON,2025,1,352,0,352
ROCKHAMPTON,2025,2,368,0,368
ROCKHAMPTON,2025,3,371,0,371
ROCKHAMPTON,2025,4,354,0,354
ROCKHAMPTON,2025,5,406,0,406
ROCKHAMPTON,2025,6,389,0,389
SUNSHINE COAST,1985,1,199,0,199
SUNSHINE COAST,1985,2,144,0,144
SUNSHINE COAST,1985,3,174,0,174
SUNSHINE COAST,1985,4,187,0,187
SUNSHINE COAST,1985,5,205,0,205
SUNSHINE COAST,1985,6,179,0,179
SUNSHINE COAST,1985,7,159,0,159
SUNSHINE COAST,1985,8,198,0,198
SUNSHINE COAST,1985,9,169,0,169
SUNSHINE COAST,1985,10,140,0,140
SUNSHINE COAST,1985,11,155,0,155
SUNSHINE COAST,1985,12,174,0,174
SUNSHINE COAST,1986,1,231,0,231
SUNSHINE COAST,1986,2,163,0,163
SUNSHINE COAST,1986,3,134,0,134
SUNSHINE COAST,1986,4,147,0,147
SUNSHINE COAST,1986,5,181,0,181
SUNSHINE COAST,1986,6,157,0,157
SUNSHINE COAST,1986,7,158,0,158
SUNSHINE COAST,1986,8,165,0,165
SUNSHINE COAST,1986,9,206,0,206
SUNSHINE COAST,1986,10,178,0,178
SUNSHINE COAST,1986,11,168,0,168
SUNSHINE COAST,1986,12,201,0,201
SUNSHINE COAST,1987,1,166,0,166
SUNSHINE COAST,1987,2,124,0,124
SUNSHINE COAST,1987,3,116,0,116
SUNSHINE COAST,1987,4,171,0,171
SUNSHINE COAST,1987,5,136,0,136
SUNSHINE COAST,1987,6,163,0,163
SUNSHINE COAST,1987,7,209,0,209
SUNSHINE COAST,1987,8,208,0,208
SUNSHINE COAST,1987,9,223,0,223
SUNSHINE COAST,1987,10,267,0,267
SUNSHINE COAST,1987,11,247,0,247
SUNSHINE COAST,1987,12,289,0,289
SUNSHINE COAST,1988,1,295,0,295
SUNSHINE COAST,1988,2,241,0,241
SUNSHINE COAST,1988,3,224,0,224
SUNSHINE COAST,1988,4,219,0,219
SUNSHINE COAST,1988,5,228,0,228
SUNSHINE COAST,1988,6,264,0,264
SUNSHINE COAST,1988,7,246,0,246
SUNSHINE COAST,1988,8,252,0,252
SUNSHINE COAST,1988,9,260,0,260
SUNSHINE COAST,1988,10,251,0,251
SUNSHINE COAST,1988,11,181,0,181
SUNSHINE COAST,1988,12,235,0,235
SUNSHINE COAST,1989,1,258,0,258
SUNSHINE COAST,1989,2,182,0,182
SUNSHINE COAST,1989,3,196,0,196
SUNSHINE COAST,1989,4,171,0,171
SUNSHINE COAST,1989,5,194,0,194
SUNSHINE COAST,1989,6,169,0,169
SUNSHINE COAST,1989,7,202,0,202
SUNSHINE COAST,1989,8,134,0,134
SUNSHINE COAST,1989,9,25,0,25
SUNSHINE COAST,1989,10,66,0,66
SUNSHINE COAST,1989,11,68,0,68
SUNSHINE COAST,1989,12,121,0,121
SUNSHINE COAST,1990,1,177,0,177
SUNSHINE COAST,1990,2,152,0,152
SUNSHINE COAST,1990,3,130,0,130
SUNSHINE COAST,1990,4,179,0,179
SUNSHINE COAST,1990,5,157,0,157
SUNSHINE COAST,1990,6,158,0,158
SUNSHINE COAST,1990,7,187,0,187
SUNSHINE COAST,1990,8,218,0,218
SUNSHINE COAST,1990,9,197,0,197
SUNSHINE COAST,1990,10,214,0,214
SUNSHINE COAST,1990,11,186,0,186
SUNSHINE COAST,1990,12,213,0,213
SUNSHINE COAST,1991,1,150,0,150
SUNSHINE COAST,1991,2,140,0,140
SUNSHINE COAST,1991,3,160,0,160
SUNSHINE COAST,1991,4,158,0,158
SUNSHINE COAST,1991,5,165,0,165
SUNSHINE COAST,1991,6,153,0,153
SUNSHINE COAST,1991,7,152,0,152
SUNSHINE COAST,1991,8,72,0,72
SUNSHINE COAST,1991,9,78,0,78
SUNSHINE COAST,1991,10,79,0,79
SUNSHINE COAST,1991,11,79,0,79
SUNSHINE COAST,1991,12,91,0,91
SUNSHINE COAST,1992,1,92,0,92
SUNSHINE COAST,1992,2,74,0,74
SUNSHINE COAST,1992,3,91,0,91
SUNSHINE COAST,1992,4,120,0,120
SUNSHINE COAST,1992,5,115,0,115
SUNSHINE COAST,1992,6,104,0,104
SUNSHINE COAST,1992,7,117,0,117
SUNSHINE COAST,1992,8,112,0,112
SUNSHINE COAST,1992,9,122,0,122
SUNSHINE COAST,1992,10,119,0,119
SUNSHINE COAST,1992,11,128,0,128
SUNSHINE COAST,1992,12,148,0,148
SUNSHINE COAST,1993,1,183,0,183
SUNSHINE COAST,1993,2,107,0,107
SUNSHINE COAST,1993,3,116,0,116
SUNSHINE COAST,1993,4,155,0,155
SUNSHINE COAST,1993,5,158,0,158
SUNSHINE COAST,1993,6,166,0,166
SUNSHINE COAST,1993,7,212,0,212
SUNSHINE COAST,1993,8,187,0,187
SUNSHINE COAST,1993,9,235,0,235
SUNSHINE COAST,1993,10,245,0,245
SUNSHINE COAST,1993,11,191,0,191
SUNSHINE COAST,1993,12,222,0,222
SUNSHINE COAST,1994,1,201,0,201
SUNSHINE COAST,1994,2,167,0,167
SUNSHINE COAST,1994,3,182,0,182
SUNSHINE COAST,1994,4,199,0,199
SUNSHINE COAST,1994,5,226,0,226
SUNSHINE COAST,1994,6,192,0,192
SUNSHINE COAST,1994,7,232,0,232
SUNSHINE COAST,1994,8,245,0,245
SUNSHINE COAST,1994,9,279,0,279
SUNSHINE COAST,1994,10,279,0,279
SUNSHINE COAST,1994,11,237,0,237
SUNSHINE COAST,1994,12,270,0,270
SUNSHINE COAST,1995,1,306,0,306
SUNSHINE COAST,1995,2,225,0,225
SUNSHINE COAST,1995,3,276,0,276
SUNSHINE COAST,1995,4,317,0,317
SUNSHINE COAST,1995,5,273,0,273
SUNSHINE COAST,1995,6,271,0,271
SUNSHINE COAST,1995,7,330,0,330
SUNSHINE COAST,1995,8,317,0,317
SUNSHINE COAST,1995,9,332,0,332
SUNSHINE COAST,1995,10,341,0,341
SUNSHINE COAST,1995,11,309,0,309
SUNSHINE COAST,1995,12,379,0,379
SUNSHINE COAST,1996,1,438,0,438
SUNSHINE COAST,1996,2,343,0,343
SUNSHINE COAST,1996,3,388,0,388
SUNSHINE COAST,1996,4,411,0,411
SUNSHINE COAST,1996,5,291,0,291
SUNSHINE COAST,1996,6,275,0,275
SUNSHINE COAST,1996,7,348,0,348
SUNSHINE COAST,1996,8,345,0,345
SUNSHINE COAST,1996,9,386,0,386
SUNSHINE COAST,1996,10,412,0,412
SUNSHINE COAST,1996,11,343,0,343
SUNSHINE COAST,1996,12,331,0,331
SUNSHINE COAST,1997,1,298,0,298
SUNSHINE COAST,1997,2,206,0,206
SUNSHINE COAST,1997,3,280,0,280
SUNSHINE COAST,1997,4,245,0,245
SUNSHINE COAST,1997,5,212,0,212
SUNSHINE COAST,1997,6,226,0,226
SUNSHINE COAST,1997,7,241,0,241
SUNSHINE COAST,1997,8,238,0,238
SUNSHINE COAST,1997,9,282,0,282
SUNSHINE COAST,1997,10,295,0,295
SUNSHINE COAST,1997,11,265,0,265
SUNSHINE COAST,1997,12,296,0,296
SUNSHINE COAST,1998,1,287,0,287
SUNSHINE COAST,1998,2,205,0,205
SUNSHINE COAST,1998,3,233,0,233
SUNSHINE COAST,1998,4,253,0,253
SUNSHINE COAST,1998,5,239,0,239
SUNSHINE COAST,1998,6,230,0,230
SUNSHINE COAST,1998,7,245,0,245
SUNSHINE COAST,1998,8,258,0,258
SUNSHINE COAST,1998,9,288,0,288
SUNSHINE COAST,1998,10,307,0,307
SUNSHINE COAST,1998,11,379,0,379
SUNSHINE COAST,1998,12,383,0,383
SUNSHINE COAST,1999,1,401,0,401
SUNSHINE COAST,1999,2,301,0,301
SUNSHINE COAST,1999,3,360,0,360
SUNSHINE COAST,1999,4,375,0,375
SUNSHINE COAST,1999,5,356,0,356
SUNSHINE COAST,1999,6,344,0,344
SUNSHINE COAST,1999,7,377,0,377
SUNSHINE COAST,1999,8,367,0,367
SUNSHINE COAST,1999,9,397,0,397
SUNSHINE COAST,1999,10,457,0,457
SUNSHINE COAST,1999,11,390,0,390
SUNSHINE COAST,1999,12,430,0,430
SUNSHINE COAST,2000,1,443,0,443
SUNSHINE COAST,2000,2,321,0,321
SUNSHINE COAST,2000,3,370,0,370
SUNSHINE COAST,2000,4,417,0,417
SUNSHINE COAST,2000,5,390,0,390
SUNSHINE COAST,2000,6,457,0,457
SUNSHINE COAST,2000,7,418,0,418
SUNSHINE COAST,2000,8,446,0,446
SUNSHINE COAST,2000,9,443,0,443
SUNSHINE COAST,2000,10,447,0,447
SUNSHINE COAST,2000,11,429,0,429
SUNSHINE COAST,2000,12,413,0,413
SUNSHINE COAST,2001,1,406,0,406
SUNSHINE COAST,2001,2,327,0,327
SUNSHINE COAST,2001,3,358,0,358
SUNSHINE COAST,2001,4,361,0,361
SUNSHINE COAST,2001,5,319,0,319
SUNSHINE COAST,2001,6,314,0,314
SUNSHINE COAST,2001,7,356,0,356
SUNSHINE COAST,2001,8,350,0,350
SUNSHINE COAST,2001,9,239,0,239
SUNSHINE COAST,2001,10,185,0,185
SUNSHINE COAST,2001,11,203,0,203
SUNSHINE COAST,2001,12,195,0,195
SUNSHINE COAST,2002,1,215,0,215
SUNSHINE COAST,2002,2,146,0,146
SUNSHINE COAST,2002,3,196,0,196
SUNSHINE COAST,2002,4,190,0,190
SUNSHINE COAST,2002,5,152,0,152
SUNSHINE COAST,2002,6,158,0,158
SUNSHINE COAST,2002,7,180,0,180
SUNSHINE COAST,2002,8,175,0,175
SUNSHINE COAST,2002,9,186,0,186
SUNSHINE COAST,2002,10,204,0,204
SUNSHINE COAST,2002,11,210,0,210
SUNSHINE COAST,2002,12,233,0,233
SUNSHINE COAST,2003,1,261,0,261
SUNSHINE COAST,2003,2,171,0,171
SUNSHINE COAST,2003,3,209,0,209
SUNSHINE COAST,2003,4,203,0,203
SUNSHINE COAST,2003,5,201,0,201
SUNSHINE COAST,2003,6,207,0,207
SUNSHINE COAST,2003,7,223,0,223
SUNSHINE COAST,2003,8,230,0,230
SUNSHINE COAST,2003,9,231,0,231
SUNSHINE COAST,2003,10,248,0,248
SUNSHINE COAST,2003,11,231,0,231
SUNSHINE COAST,2003,12,274,0,274
SUNSHINE COAST,2004,1,276,0,276
SUNSHINE COAST,2004,2,224,0,224
SUNSHINE COAST,2004,3,234,0,234
SUNSHINE COAST,2004,4,232,0,232
SUNSHINE COAST,2004,5,245,0,245
SUNSHINE COAST,2004,6,240,0,240
SUNSHINE COAST,2004,7,269,0,269
SUNSHINE COAST,2004,8,282,0,282
SUNSHINE COAST,2004,9,282,0,282
SUNSHINE COAST,2004,10,357,0,357
SUNSHINE COAST,2004,11,342,0,342
SUNSHINE COAST,2004,12,402,0,402
SUNSHINE COAST,2005,1,392,0,392
SUNSHINE COAST,2005,2,317,0,317
SUNSHINE COAST,2005,3,351,0,351
SUNSHINE COAST,2005,4,329,0,329
SUNSHINE COAST,2005,5,327,0,327
SUNSHINE COAST,2005,6,308,0,308
SUNSHINE COAST,2005,7,338,0,338
SUNSHINE COAST,2005,8,251,0,251
SUNSHINE COAST,2005,9,252,0,252
SUNSHINE COAST,2005,10,261,0,261
SUNSHINE COAST,2005,11,230,0,230
SUNSHINE COAST,2005,12,268,0,268
SUNSHINE COAST,2006,1,280,0,280
SUNSHINE COAST,2006,2,207,0,207
SUNSHINE COAST,2006,3,239,0,239
SUNSHINE COAST,2006,4,259,0,259
SUNSHINE COAST,2006,5,237,0,237
SUNSHINE COAST,2006,6,245,0,245
SUNSHINE COAST,2006,7,265,0,265
SUNSHINE COAST,2006,8,251,0,251
SUNSHINE COAST,2006,9,259,0,259
SUNSHINE COAST,2006,10,266,0,266
SUNSHINE COAST,2006,11,257,0,257
SUNSHINE COAST,2006,12,278,0,278
SUNSHINE COAST,2007,1,277,0,277
SUNSHINE COAST,2007,2,239,0,239
SUNSHINE COAST,2007,3,263,0,263
SUNSHINE COAST,2007,4,258,0,258
SUNSHINE COAST,2007,5,245,0,245
SUNSHINE COAST,2007,6,230,0,230
SUNSHINE COAST,2007,7,234,0,234
SUNSHINE COAST,2007,8,219,0,219
SUNSHINE COAST,2007,9,228,0,228
SUNSHINE COAST,2007,10,266,0,266
SUNSHINE COAST,2007,11,261,0,261
SUNSHINE COAST,2007,12,295,0,295
SUNSHINE COAST,2008,1,289,0,289
SUNSHINE COAST,2008,2,253,0,253
SUNSHINE COAST,2008,3,295,0,295
SUNSHINE COAST,2008,4,291,0,291
SUNSHINE COAST,2008,5,296,0,296
SUNSHINE COAST,2008,6,305,0,305
SUNSHINE COAST,2008,7,315,0,315
SUNSHINE COAST,2008,8,260,0,260
SUNSHINE COAST,2008,9,255,0,255
SUNSHINE COAST,2008,10,264,0,264
SUNSHINE COAST,2008,11,276,0,276
SUNSHINE COAST,2008,12,288,0,288
SUNSHINE COAST,2009,1,310,0,310
SUNSHINE COAST,2009,2,210,0,210
SUNSHINE COAST,2009,3,228,0,228
SUNSHINE COAST,2009,4,265,0,265
SUNSHINE COAST,2009,5,242,0,242
SUNSHINE COAST,2009,6,224,0,224
SUNSHINE COAST,2009,7,243,0,243
SUNSHINE COAST,2009,8,237,0,237
SUNSHINE COAST,2009,9,234,0,234
SUNSHINE COAST,2009,10,251,0,251
SUNSHINE COAST,2009,11,239,0,239
SUNSHINE COAST,2009,12,244,0,244
SUNSHINE COAST,2010,1,253,0,253
SUNSHINE COAST,2010,2,198,0,198
SUNSHINE COAST,2010,3,223,0,223
SUNSHINE COAST,2010,4,287,0,287
SUNSHINE COAST,2010,5,276,0,276
SUNSHINE COAST,2010,6,265,0,265
SUNSHINE COAST,2010,7,311,0,311
SUNSHINE COAST,2010,8,268,0,268
SUNSHINE COAST,2010,9,286,0,286
SUNSHINE COAST,2010,10,312,0,312
SUNSHINE COAST,2010,11,293,0,293
SUNSHINE COAST,2010,12,323,0,323
SUNSHINE COAST,2011,1,353,0,353
SUNSHINE COAST,2011,2,256,0,256
SUNSHINE COAST,2011,3,280,0,280
SUNSHINE COAST,2011,4,309,0,309
SUNSHINE COAST,2011,5,261,0,261
SUNSHINE COAST,2011,6,237,0,237
SUNSHINE COAST,2011,7,259,0,259
SUNSHINE COAST,2011,8,218,0,218
SUNSHINE COAST,2011,9,239,0,239
SUNSHINE COAST,2011,10,233,0,233
SUNSHINE COAST,2011,11,209,0,209
SUNSHINE COAST,2011,12,256,0,256
SUNSHINE COAST,2012,1,274,0,274
SUNSHINE COAST,2012,2,189,0,189
SUNSHINE COAST,2012,3,203,0,203
SUNSHINE COAST,2012,4,234,0,234
SUNSHINE COAST,2012,5,202,0,202
SUNSHINE COAST,2012,6,204,0,204
SUNSHINE COAST,2012,7,242,10,252
SUNSHINE COAST,2012,8,196,8,204
SUNSHINE COAST,2012,9,242,6,248
SUNSHINE COAST,2012,10,229,0,229
SUNSHINE COAST,2012,11,228,0,228
SUNSHINE COAST,2012,12,252,0,252
SUNSHINE COAST,2013,1,244,0,244
SUNSHINE COAST,2013,2,175,0,175
SUNSHINE COAST,2013,3,212,0,212
SUNSHINE COAST,2013,4,257,0,257
SUNSHINE COAST,2013,5,216,0,216
SUNSHINE COAST,2013,6,239,4,243
SUNSHINE COAST,2013,7,263,9,272
SUNSHINE COAST,2013,8,246,8,254
SUNSHINE COAST,2013,9,269,9,278
SUNSHINE COAST,2013,10,272,4,276
SUNSHINE COAST,2013,11,255,0,255
SUNSHINE COAST,2013,12,294,0,294
SUNSHINE COAST,2014,1,289,0,289
SUNSHINE COAST,2014,2,217,0,217
SUNSHINE COAST,2014,3,253,0,253
SUNSHINE COAST,2014,4,272,0,272
SUNSHINE COAST,2014,5,219,0,219
SUNSHINE COAST,2014,6,226,2,228
SUNSHINE COAST,2014,7,251,11,262
SUNSHINE COAST,2014,8,218,10,228
SUNSHINE COAST,2014,9,248,10,258
SUNSHINE COAST,2014,10,258,9,267
SUNSHINE COAST,2014,11,237,0,237
SUNSHINE COAST,2014,12,258,0,258
SUNSHINE COAST,2015,1,271,0,271
SUNSHINE COAST,2015,2,180,0,180
SUNSHINE COAST,2015,3,209,0,209
SUNSHINE COAST,2015,4,255,0,255
SUNSHINE COAST,2015,5,207,0,207
SUNSHINE COAST,2015,6,220,2,222
SUNSHINE COAST,2015,7,260,13,273
SUNSHINE COAST,2015,8,244,13,257
SUNSHINE COAST,2015,9,280,13,293
SUNSHINE COAST,2015,10,283,9,292
SUNSHINE COAST,2015,11,258,0,258
SUNSHINE COAST,2015,12,296,7,303
SUNSHINE COAST,2016,1,318,10,328
SUNSHINE COAST,2016,2,224,8,232
SUNSHINE COAST,2016,3,265,0,265
SUNSHINE COAST,2016,4,290,0,290
SUNSHINE COAST,2016,5,242,0,242
SUNSHINE COAST,2016,6,249,0,249
SUNSHINE COAST,2016,7,312,17,329
SUNSHINE COAST,2016,8,268,13,281
SUNSHINE COAST,2016,9,307,14,321
SUNSHINE COAST,2016,10,330,13,343
SUNSHINE COAST,2016,11,324,0,324
SUNSHINE COAST,2016,12,355,0,355
SUNSHINE COAST,2017,1,362,0,362
SUNSHINE COAST,2017,2,259,0,259
SUNSHINE COAST,2017,3,291,0,291
SUNSHINE COAST,2017,4,366,0,366
SUNSHINE COAST,2017,5,278,0,278
SUNSHINE COAST,2017,6,280,0,280
SUNSHINE COAST,2017,7,345,14,359
SUNSHINE COAST,2017,8,305,13,318
SUNSHINE COAST,2017,9,340,14,354
SUNSHINE COAST,2017,10,370,14,384
SUNSHINE COAST,2017,11,350,0,350
SUNSHINE COAST,2017,12,413,0,413
SUNSHINE COAST,2018,1,424,0,424
SUNSHINE COAST,2018,2,296,0,296
SUNSHINE COAST,2018,3,335,0,335
SUNSHINE COAST,2018,4,372,0,372
SUNSHINE COAST,2018,5,299,0,299
SUNSHINE COAST,2018,6,304,0,304
SUNSHINE COAST,2018,7,370,15,385
SUNSHINE COAST,2018,8,344,18,362
SUNSHINE COAST,2018,9,361,15,376
SUNSHINE COAST,2018,10,383,13,396
SUNSHINE COAST,2018,11,356,0,356
SUNSHINE COAST,2018,12,404,0,404
SUNSHINE COAST,2019,1,397,0,397
SUNSHINE COAST,2019,2,286,0,286
SUNSHINE COAST,2019,3,332,0,332
SUNSHINE COAST,2019,4,418,0,418
SUNSHINE COAST,2019,5,336,0,336
SUNSHINE COAST,2019,6,332,0,332
SUNSHINE COAST,2019,7,391,15,406
SUNSHINE COAST,2019,8,352,17,369
SUNSHINE COAST,2019,9,386,18,404
SUNSHINE COAST,2019,10,397,12,409
SUNSHINE COAST,2019,11,372,0,372
SUNSHINE COAST,2019,12,400,0,400
SUNSHINE COAST,2020,1,339,0,339
SUNSHINE COAST,2020,2,296,0,296
SUNSHINE COAST,2020,3,264,0,264
SUNSHINE COAST,2020,4,0,0,0
SUNSHINE COAST,2020,5,0,0,0
SUNSHINE COAST,2020,6,0,0,0
SUNSHINE COAST,2020,7,42,0,42
SUNSHINE COAST,2020,8,24,0,24
SUNSHINE COAST,2020,9,29,0,29
SUNSHINE COAST,2020,10,39,0,39
SUNSHINE COAST,2020,11,57,0,57
SUNSHINE COAST,2020,12,222,0,222
SUNSHINE COAST,2021,1,267,0,267
SUNSHINE COAST,2021,2,219,0,219
SUNSHINE COAST,2021,3,392,0,392
SUNSHINE COAST,2021,4,506,0,506
SUNSHINE COAST,2021,5,437,0,437
SUNSHINE COAST,2021,6,350,0,350
SUNSHINE COAST,2021,7,239,5,244
SUNSHINE COAST,2021,8,92,0,92
SUNSHINE COAST,2021,9,84,0,84
SUNSHINE COAST,2021,10,83,0,83
SUNSHINE COAST,2021,11,68,0,68
SUNSHINE COAST,2021,12,367,0,367
SUNSHINE COAST,2022,1,522,0,522
SUNSHINE COAST,2022,2,314,0,314
SUNSHINE COAST,2022,3,470,0,470
SUNSHINE COAST,2022,4,637,0,637
SUNSHINE COAST,2022,5,552,0,552
SUNSHINE COAST,2022,6,485,0,485
SUNSHINE COAST,2022,7,459,6,465
SUNSHINE COAST,2022,8,414,9,423
SUNSHINE COAST,2022,9,455,8,463
SUNSHINE COAST,2022,10,474,5,479
SUNSHINE COAST,2022,11,459,0,459
SUNSHINE COAST,2022,12,524,0,524
SUNSHINE COAST,2023,1,557,0,557
SUNSHINE COAST,2023,2,409,0,409
SUNSHINE COAST,2023,3,508,0,508
SUNSHINE COAST,2023,4,565,0,565
SUNSHINE COAST,2023,5,548,0,548
SUNSHINE COAST,2023,6,548,3,551
SUNSHINE COAST,2023,7,587,13,600
SUNSHINE COAST,2023,8,521,12,533
SUNSHINE COAST,2023,9,536,13,549
SUNSHINE COAST,2023,10,584,7,591
SUNSHINE COAST,2023,11,556,0,556
SUNSHINE COAST,2023,12,630,0,630
SUNSHINE COAST,2024,1,677,0,677
SUNSHINE COAST,2024,2,520,0,520
SUNSHINE COAST,2024,3,556,0,556
SUNSHINE COAST,2024,4,573,0,573
SUNSHINE COAST,2024,5,387,0,387
SUNSHINE COAST,2024,6,373,3,376
SUNSHINE COAST,2024,7,424,13,437
SUNSHINE COAST,2024,8,391,11,402
SUNSHINE COAST,2024,9,411,12,423
SUNSHINE COAST,2024,10,424,8,432
SUNSHINE COAST,2024,11,441,0,441
SUNSHINE COAST,2024,12,514,9,523
SUNSHINE COAST,2025,1,529,13,542
SUNSHINE COAST,2025,2,393,12,405
SUNSHINE COAST,2025,3,414,9,423
SUNSHINE COAST,2025,4,439,13,452
SUNSHINE COAST,2025,5,422,13,435
SUNSHINE COAST,2025,6,420,16,436
SYDNEY,1985,1,4653,827,5480
SYDNEY,1985,2,4274,766,5040
SYDNEY,1985,3,4864,828,5692
SYDNEY,1985,4,4658,796,5454
SYDNEY,1985,5,5078,840,5918
SYDNEY,1985,6,4574,819,5393
SYDNEY,1985,7,4220,763,4983
SYDNEY,1985,8,4973,871,5844
SYDNEY,1985,9,5035,837,5872
SYDNEY,1985,10,5273,857,6130
SYDNEY,1985,11,4953,858,5811
SYDNEY,1985,12,4986,913,5899
SYDNEY,1986,1,4842,921,5763
SYDNEY,1986,2,4426,800,5226
SYDNEY,1986,3,4849,912,5761
SYDNEY,1986,4,4945,885,5830
SYDNEY,1986,5,5203,924,6127
SYDNEY,1986,6,4749,896,5645
SYDNEY,1986,7,4960,913,5873
SYDNEY,1986,8,5190,941,6131
SYDNEY,1986,9,5111,851,5962
SYDNEY,1986,10,5334,958,6292
SYDNEY,1986,11,5007,985,5992
SYDNEY,1986,12,5140,1021,6161
SYDNEY,1987,1,4907,1045,5952
SYDNEY,1987,2,4587,933,5520
SYDNEY,1987,3,5046,1021,6067
SYDNEY,1987,4,5114,972,6086
SYDNEY,1987,5,4903,1028,5931
SYDNEY,1987,6,4965,981,5946
SYDNEY,1987,7,5443,1036,6479
SYDNEY,1987,8,5258,1051,6309
SYDNEY,1987,9,5290,1027,6317
SYDNEY,1987,10,5432,1097,6529
SYDNEY,1987,11,5250,1078,6328
SYDNEY,1987,12,5315,1135,6450
SYDNEY,1988,1,5057,1160,6217
SYDNEY,1988,2,4985,1034,6019
SYDNEY,1988,3,5464,1096,6560
SYDNEY,1988,4,5154,1103,6257
SYDNEY,1988,5,5395,1144,6539
SYDNEY,1988,6,5355,1104,6459
SYDNEY,1988,7,5996,1172,7168
SYDNEY,1988,8,5902,1165,7067
SYDNEY,1988,9,5870,1127,6997
SYDNEY,1988,10,5856,1199,7055
SYDNEY,1988,11,5562,1242,6804
SYDNEY,1988,12,5542,1335,6877
SYDNEY,1989,1,5305,1351,6656
SYDNEY,1989,2,5062,1203,6265
SYDNEY,1989,3,5746,1268,7014
SYDNEY,1989,4,5179,1258,6437
SYDNEY,1989,5,5489,1250,6739
SYDNEY,1989,6,5416,1192,6608
SYDNEY,1989,7,5213,1266,6479
SYDNEY,1989,8,3559,1290,4849
SYDNEY,1989,9,2543,1280,3823
SYDNEY,1989,10,3644,1321,4965
SYDNEY,1989,11,3861,1324,5185
SYDNEY,1989,12,4205,1367,5572
SYDNEY,1990,1,4494,1390,5884
SYDNEY,1990,2,4549,1264,5813
SYDNEY,1990,3,5071,1381,6452
SYDNEY,1990,4,5340,1295,6635
SYDNEY,1990,5,5514,1358,6872
SYDNEY,1990,6,5350,1302,6652
SYDNEY,1990,7,5901,1347,7248
SYDNEY,1990,8,5530,1370,6900
SYDNEY,1990,9,5355,1299,6654
SYDNEY,1990,10,5900,1378,7278
SYDNEY,1990,11,5591,1324,6915
SYDNEY,1990,12,5623,1378,7001
SYDNEY,1991,1,5264,1417,6681
SYDNEY,1991,2,5009,1255,6264
SYDNEY,1991,3,5604,1384,6988
SYDNEY,1991,4,5667,1238,6905
SYDNEY,1991,5,5827,1275,7102
SYDNEY,1991,6,5670,1259,6929
SYDNEY,1991,7,6204,1335,7539
SYDNEY,1991,8,6033,1339,7372
SYDNEY,1991,9,6088,1297,7385
SYDNEY,1991,10,6427,1330,7757
SYDNEY,1991,11,6286,1360,7646
SYDNEY,1991,12,6421,1424,7845
SYDNEY,1992,1,5945,1444,7389
SYDNEY,1992,2,5763,1343,7106
SYDNEY,1992,3,6308,1395,7703
SYDNEY,1992,4,6598,1395,7993
SYDNEY,1992,5,6389,1458,7847
SYDNEY,1992,6,6313,1396,7709
SYDNEY,1992,7,6819,1450,8269
SYDNEY,1992,8,6573,1451,8024
SYDNEY,1992,9,7058,1421,8479
SYDNEY,1992,10,7407,1487,8894
SYDNEY,1992,11,6918,1508,8426
SYDNEY,1992,12,7065,1600,8665
SYDNEY,1993,1,6767,1575,8342
SYDNEY,1993,2,6535,1448,7983
SYDNEY,1993,3,7113,1563,8676
SYDNEY,1993,4,7037,1494,8531
SYDNEY,1993,5,6921,1538,8459
SYDNEY,1993,6,6925,1465,8390
SYDNEY,1993,7,7176,1532,8708
SYDNEY,1993,8,7075,1520,8595
SYDNEY,1993,9,7009,1478,8487
SYDNEY,1993,10,7458,1535,8993
SYDNEY,1993,11,7054,1411,8465
SYDNEY,1993,12,7073,1499,8572
SYDNEY,1994,1,6653,1507,8160
SYDNEY,1994,2,6587,1348,7935
SYDNEY,1994,3,7443,1463,8906
SYDNEY,1994,4,7267,1428,8695
SYDNEY,1994,5,7386,1478,8864
SYDNEY,1994,6,7494,1417,8911
SYDNEY,1994,7,7796,1515,9311
SYDNEY,1994,8,7758,1479,9237
SYDNEY,1994,9,7690,1474,9164
SYDNEY,1994,10,7799,1544,9343
SYDNEY,1994,11,7351,1560,8911
SYDNEY,1994,12,7642,1614,9256
SYDNEY,1995,1,7133,1641,8774
SYDNEY,1995,2,7113,1484,8597
SYDNEY,1995,3,7829,1614,9443
SYDNEY,1995,4,7892,1581,9473
SYDNEY,1995,5,7994,1626,9620
SYDNEY,1995,6,7959,1571,9530
SYDNEY,1995,7,8110,1655,9765
SYDNEY,1995,8,8215,1639,9854
SYDNEY,1995,9,8029,1587,9616
SYDNEY,1995,10,8278,1647,9925
SYDNEY,1995,11,8158,1667,9825
SYDNEY,1995,12,7933,1773,9706
SYDNEY,1996,1,7823,1784,9607
SYDNEY,1996,2,7765,1686,9451
SYDNEY,1996,3,8378,1773,10151
SYDNEY,1996,4,8126,1729,9855
SYDNEY,1996,5,8539,1761,10300
SYDNEY,1996,6,8050,1718,9768
SYDNEY,1996,7,8706,1797,10503
SYDNEY,1996,8,8612,1779,10391
SYDNEY,1996,9,8421,1715,10136
