AIRPORT,Year,Month,Dom_Acm_Out,Int_Acm_Out,Acm_Out
CANBERRA,1985,6,699,0,699
CANBERRA,1985,7,767,0,767
CANBERRA,1985,8,840,0,840
CANBERRA,1985,9,888,0,888
CANBERRA,1985,10,959,0,959
CANBERRA,1985,11,891,0,891
CANBERRA,1985,12,840,0,840
CANBERRA,1986,1,740,0,740
CANBERRA,1986,2,805,0,805
CANBERRA,1986,3,906,0,906
CANBERRA,1986,4,908,0,908
CANBERRA,1986,5,906,0,906
CANBERRA,1986,6,859,0,859
CANBERRA,1986,7,874,0,874
CANBERRA,1986,8,926,0,926
CANBERRA,1986,9,923,0,923
CANBERRA,1986,10,966,0,966
CANBERRA,1986,11,921,0,921
CANBERRA,1986,12,879,0,879
CANBERRA,1987,1,774,0,774
CANBERRA,1987,2,835,0,835
CANBERRA,1987,3,947,0,947
CANBERRA,1987,4,898,0,898
CANBERRA,1987,5,952,0,952
CANBERRA,1987,6,902,0,902
CANBERRA,1987,7,969,0,969
CANBERRA,1987,8,946,0,946
CANBERRA,1987,9,964,0,964
CANBERRA,1987,10,1003,0,1003
CANBERRA,1987,11,968,0,968
CANBERRA,1987,12,890,0,890
CANBERRA,1988,1,732,0,732
CANBERRA,1988,2,835,0,835
CANBERRA,1988,3,908,0,908
CANBERRA,1988,4,813,0,813
CANBERRA,1988,5,907,0,907
CANBERRA,1988,6,900,0,900
CANBERRA,1988,7,829,0,829
CANBERRA,1988,8,965,0,965
CANBERRA,1988,9,936,0,936
CANBERRA,1988,10,889,0,889
CANBERRA,1988,11,924,0,924
CANBERRA,1988,12,819,0,819
CANBERRA,1989,1,621,0,621
CANBERRA,1989,2,796,0,796
CANBERRA,1989,3,875,0,875
CANBERRA,1989,4,852,0,852
CANBERRA,1989,5,965,0,965
CANBERRA,1989,6,914,0,914
CANBERRA,1989,7,968,0,968
CANBERRA,1989,8,631,0,631
CANBERRA,1989,9,269,0,269
CANBERRA,1989,10,552,0,552
CANBERRA,1989,11,675,0,675
CANBERRA,1989,12,534,0,534
CANBERRA,1990,1,436,0,436
CANBERRA,1990,2,538,0,538
CANBERRA,1990,3,611,0,611
CANBERRA,1990,4,691,0,691
CANBERRA,1990,5,840,0,840
CANBERRA,1990,6,824,0,824
CANBERRA,1990,7,903,0,903
CANBERRA,1990,8,1006,0,1006
CANBERRA,1990,9,927,0,927
CANBERRA,1990,10,982,0,982
CANBERRA,1990,11,979,0,979
CANBERRA,1990,12,907,0,907
CANBERRA,1991,1,745,0,745
CANBERRA,1991,2,863,0,863
CANBERRA,1991,3,953,0,953
CANBERRA,1991,4,921,0,921
CANBERRA,1991,5,1062,0,1062
CANBERRA,1991,6,980,0,980
CANBERRA,1991,7,1093,0,1093
CANBERRA,1991,8,1114,0,1114
CANBERRA,1991,9,1087,0,1087
CANBERRA,1991,10,1131,0,1131
CANBERRA,1991,11,1166,0,1166
CANBERRA,1991,12,1027,0,1027
CANBERRA,1992,1,749,0,749
CANBERRA,1992,2,1055,0,1055
CANBERRA,1992,3,1126,0,1126
CANBERRA,1992,4,1144,0,1144
CANBERRA,1992,5,1162,0,1162
CANBERRA,1992,6,1141,0,1141
CANBERRA,1992,7,1211,0,1211
CANBERRA,1992,8,1195,0,1195
CANBERRA,1992,9,1248,0,1248
CANBERRA,1992,10,1281,0,1281
CANBERRA,1992,11,1240,0,1240
CANBERRA,1992,12,1131,0,1131
CANBERRA,1993,1,897,0,897
CANBERRA,1993,2,1152,0,1152
CANBERRA,1993,3,1329,0,1329
CANBERRA,1993,4,1253,0,1253
CANBERRA,1993,5,1318,0,1318
CANBERRA,1993,6,1264,0,1264
CANBERRA,1993,7,1264,0,1264
CANBERRA,1993,8,1285,0,1285
CANBERRA,1993,9,1240,0,1240
CANBERRA,1993,10,1274,0,1274
CANBERRA,1993,11,1301,0,1301
CANBERRA,1993,12,1197,0,1197
CANBERRA,1994,1,953,0,953
CANBERRA,1994,2,1279,0,1279
CANBERRA,1994,3,1462,0,1462
CANBERRA,1994,4,1390,0,1390
CANBERRA,1994,5,1529,0,1529
CANBERRA,1994,6,1460,0,1460
CANBERRA,1994,7,1467,0,1467
CANBERRA,1994,8,1526,0,1526
CANBERRA,1994,9,1539,0,1539
CANBERRA,1994,10,1498,0,1498
CANBERRA,1994,11,1555,0,1555
CANBERRA,1994,12,1447,0,1447
CANBERRA,1995,1,1145,0,1145
CANBERRA,1995,2,1436,0,1436
CANBERRA,1995,3,1635,0,1635
CANBERRA,1995,4,1452,0,1452
CANBERRA,1995,5,1594,0,1594
CANBERRA,1995,6,1512,0,1512
CANBERRA,1995,7,1570,0,1570
CANBERRA,1995,8,1587,0,1587
CANBERRA,1995,9,1538,0,1538
CANBERRA,1995,10,1599,0,1599
CANBERRA,1995,11,1585,0,1585
CANBERRA,1995,12,1405,0,1405
CANBERRA,1996,1,1284,0,1284
CANBERRA,1996,2,1474,0,1474
CANBERRA,1996,3,1553,0,1553
CANBERRA,1996,4,1593,0,1593
CANBERRA,1996,5,1733,0,1733
CANBERRA,1996,6,1556,0,1556
CANBERRA,1996,7,1689,0,1689
CANBERRA,1996,8,1689,0,1689
CANBERRA,1996,9,1634,0,1634
CANBERRA,1996,10,1723,0,1723
CANBERRA,1996,11,1623,0,1623
CANBERRA,1996,12,1458,0,1458
CANBERRA,1997,1,1207,0,1207
CANBERRA,1997,2,1525,0,1525
CANBERRA,1997,3,1635,0,1635
CANBERRA,1997,4,1640,0,1640
CANBERRA,1997,5,1653,0,1653
CANBERRA,1997,6,1592,0,1592
CANBERRA,1997,7,1718,0,1718
CANBERRA,1997,8,1665,0,1665
CANBERRA,1997,9,1648,0,1648
CANBERRA,1997,10,1717,0,1717
CANBERRA,1997,11,1623,0,1623
CANBERRA,1997,12,1489,0,1489
CANBERRA,1998,1,1276,0,1276
CANBERRA,1998,2,1540,0,1540
CANBERRA,1998,3,1710,0,1710
CANBERRA,1998,4,1582,0,1582
CANBERRA,1998,5,1647,0,1647
CANBERRA,1998,6,1590,0,1590
CANBERRA,1998,7,1695,0,1695
CANBERRA,1998,8,1639,0,1639
CANBERRA,1998,9,1623,0,1623
CANBERRA,1998,10,1660,0,1660
CANBERRA,1998,11,1596,0,1596
CANBERRA,1998,12,1481,0,1481
CANBERRA,1999,1,1236,0,1236
CANBERRA,1999,2,1548,0,1548
CANBERRA,1999,3,1702,0,1702
CANBERRA,1999,4,1572,0,1572
CANBERRA,1999,5,1653,0,1653
CANBERRA,1999,6,1624,0,1624
CANBERRA,1999,7,1726,0,1726
CANBERRA,1999,8,1730,0,1730
CANBERRA,1999,9,1698,0,1698
CANBERRA,1999,10,1708,0,1708
CANBERRA,1999,11,1681,0,1681
CANBERRA,1999,12,1610,0,1610
CANBERRA,2000,1,1397,0,1397
CANBERRA,2000,2,1641,0,1641
CANBERRA,2000,3,1814,0,1814
CANBERRA,2000,4,1625,0,1625
CANBERRA,2000,5,1827,0,1827
CANBERRA,2000,6,2012,0,2012
CANBERRA,2000,7,2140,0,2140
CANBERRA,2000,8,2160,0,2160
CANBERRA,2000,9,2024,0,2024
CANBERRA,2000,10,2140,0,2140
CANBERRA,2000,11,2130,0,2130
CANBERRA,2000,12,1949,0,1949
CANBERRA,2001,1,1779,0,1779
CANBERRA,2001,2,2191,0,2191
CANBERRA,2001,3,2489,0,2489
CANBERRA,2001,4,2417,0,2417
CANBERRA,2001,5,2521,0,2521
CANBERRA,2001,6,2065,0,2065
CANBERRA,2001,7,2170,0,2170
CANBERRA,2001,8,2295,0,2295
CANBERRA,2001,9,1600,0,1600
CANBERRA,2001,10,1490,0,1490
CANBERRA,2001,11,1611,0,1611
CANBERRA,2001,12,1539,0,1539
CANBERRA,2002,1,1383,0,1383
CANBERRA,2002,2,1531,0,1531
CANBERRA,2002,3,1578,0,1578
CANBERRA,2002,4,1557,0,1557
CANBERRA,2002,5,1622,0,1622
CANBERRA,2002,6,1482,0,1482
CANBERRA,2002,7,1503,0,1503
CANBERRA,2002,8,1475,0,1475
CANBERRA,2002,9,1521,0,1521
CANBERRA,2002,10,1661,0,1661
CANBERRA,2002,11,1518,0,1518
CANBERRA,2002,12,1388,0,1388
CANBERRA,2003,1,1277,0,1277
CANBERRA,2003,2,1411,0,1411
CANBERRA,2003,3,1564,0,1564
CANBERRA,2003,4,1403,0,1403
CANBERRA,2003,5,1621,0,1621
CANBERRA,2003,6,1632,0,1632
CANBERRA,2003,7,1751,0,1751
CANBERRA,2003,8,1622,0,1622
CANBERRA,2003,9,1669,0,1669
CANBERRA,2003,10,1690,0,1690
CANBERRA,2003,11,1553,0,1553
CANBERRA,2003,12,1477,0,1477
CANBERRA,2004,1,1350,0,1350
CANBERRA,2004,2,1590,0,1590
CANBERRA,2004,3,1776,0,1776
CANBERRA,2004,4,1671,0,1671
CANBERRA,2004,5,1747,0,1747
CANBERRA,2004,6,1702,0,1702
CANBERRA,2004,7,1741,8,1749
CANBERRA,2004,8,1791,9,1800
CANBERRA,2004,9,1683,4,1687
CANBERRA,2004,10,1689,0,1689
CANBERRA,2004,11,1709,0,1709
CANBERRA,2004,12,1531,0,1531
CANBERRA,2005,1,1268,0,1268
CANBERRA,2005,2,1439,0,1439
CANBERRA,2005,3,1569,0,1569
CANBERRA,2005,4,1497,0,1497
CANBERRA,2005,5,1610,0,1610
CANBERRA,2005,6,1580,0,1580
CANBERRA,2005,7,1595,0,1595
CANBERRA,2005,8,1689,0,1689
CANBERRA,2005,9,1653,0,1653
CANBERRA,2005,10,1669,0,1669
CANBERRA,2005,11,1669,0,1669
CANBERRA,2005,12,1407,0,1407
CANBERRA,2006,1,1196,0,1196
CANBERRA,2006,2,1487,0,1487
CANBERRA,2006,3,1673,0,1673
CANBERRA,2006,4,1524,0,1524
CANBERRA,2006,5,1779,0,1779
CANBERRA,2006,6,1641,0,1641
CANBERRA,2006,7,1673,0,1673
CANBERRA,2006,8,1759,0,1759
CANBERRA,2006,9,1647,0,1647
CANBERRA,2006,10,1669,0,1669
CANBERRA,2006,11,1657,0,1657
CANBERRA,2006,12,1382,0,1382
CANBERRA,2007,1,1222,0,1222
CANBERRA,2007,2,1524,0,1524
CANBERRA,2007,3,1696,0,1696
CANBERRA,2007,4,1464,0,1464
CANBERRA,2007,5,1743,0,1743
CANBERRA,2007,6,1588,0,1588
CANBERRA,2007,7,1554,0,1554
CANBERRA,2007,8,1784,0,1784
CANBERRA,2007,9,1616,0,1616
CANBERRA,2007,10,1674,0,1674
CANBERRA,2007,11,1677,0,1677
CANBERRA,2007,12,1459,0,1459
CANBERRA,2008,1,1318,0,1318
CANBERRA,2008,2,1716,0,1716
CANBERRA,2008,3,1887,0,1887
CANBERRA,2008,4,1923,0,1923
CANBERRA,2008,5,1993,0,1993
CANBERRA,2008,6,1884,0,1884
CANBERRA,2008,7,1970,0,1970
CANBERRA,2008,8,1949,0,1949
CANBERRA,2008,9,1952,0,1952
CANBERRA,2008,10,1996,0,1996
CANBERRA,2008,11,1878,0,1878
CANBERRA,2008,12,1705,0,1705
CANBERRA,2009,1,1600,0,1600
CANBERRA,2009,2,1754,0,1754
CANBERRA,2009,3,1939,0,1939
CANBERRA,2009,4,1890,0,1890
CANBERRA,2009,5,1999,0,1999
CANBERRA,2009,6,1924,0,1924
CANBERRA,2009,7,1959,0,1959
CANBERRA,2009,8,1945,0,1945
CANBERRA,2009,9,1905,0,1905
CANBERRA,2009,10,1806,0,1806
CANBERRA,2009,11,1861,0,1861
CANBERRA,2009,12,1762,0,1762
CANBERRA,2010,1,1561,0,1561
CANBERRA,2010,2,1767,0,1767
CANBERRA,2010,3,1974,0,1974
CANBERRA,2010,4,1850,0,1850
CANBERRA,2010,5,1916,0,1916
CANBERRA,2010,6,1849,0,1849
CANBERRA,2010,7,1868,0,1868
CANBERRA,2010,8,1851,0,1851
CANBERRA,2010,9,1751,0,1751
CANBERRA,2010,10,1895,0,1895
CANBERRA,2010,11,1882,0,1882
CANBERRA,2010,12,1768,0,1768
CANBERRA,2011,1,1535,0,1535
CANBERRA,2011,2,1736,0,1736
CANBERRA,2011,3,1956,0,1956
CANBERRA,2011,4,1768,0,1768
CANBERRA,2011,5,1875,0,1875
CANBERRA,2011,6,1733,0,1733
CANBERRA,2011,7,1862,0,1862
CANBERRA,2011,8,1907,0,1907
CANBERRA,2011,9,1848,0,1848
CANBERRA,2011,10,1811,0,1811
CANBERRA,2011,11,1876,0,1876
CANBERRA,2011,12,1726,0,1726
CANBERRA,2012,1,1489,0,1489
CANBERRA,2012,2,1779,0,1779
CANBERRA,2012,3,1866,0,1866
CANBERRA,2012,4,1754,0,1754
CANBERRA,2012,5,1825,0,1825
CANBERRA,2012,6,1650,0,1650
CANBERRA,2012,7,1788,0,1788
CANBERRA,2012,8,1848,0,1848
CANBERRA,2012,9,1732,0,1732
CANBERRA,2012,10,1826,0,1826
CANBERRA,2012,11,1804,0,1804
CANBERRA,2012,12,1576,0,1576
CANBERRA,2013,1,1480,0,1480
CANBERRA,2013,2,1667,0,1667
CANBERRA,2013,3,1821,0,1821
CANBERRA,2013,4,1747,0,1747
CANBERRA,2013,5,1850,0,1850
CANBERRA,2013,6,1719,0,1719
CANBERRA,2013,7,1810,0,1810
CANBERRA,2013,8,1787,0,1787
CANBERRA,2013,9,1742,0,1742
CANBERRA,2013,10,1812,0,1812
CANBERRA,2013,11,1743,0,1743
CANBERRA,2013,12,1634,0,1634
CANBERRA,2014,1,1424,0,1424
CANBERRA,2014,2,1560,0,1560
CANBERRA,2014,3,1704,0,1704
CANBERRA,2014,4,1629,0,1629
CANBERRA,2014,5,1713,0,1713
CANBERRA,2014,6,1639,0,1639
CANBERRA,2014,7,1712,0,1712
CANBERRA,2014,8,1709,0,1709
CANBERRA,2014,9,1683,0,1683
CANBERRA,2014,10,1733,0,1733
CANBERRA,2014,11,1609,0,1609
CANBERRA,2014,12,1570,0,1570
CANBERRA,2015,1,1378,0,1378
CANBERRA,2015,2,1524,0,1524
CANBERRA,2015,3,1679,0,1679
CANBERRA,2015,4,1532,0,1532
CANBERRA,2015,5,1613,0,1613
CANBERRA,2015,6,1612,0,1612
CANBERRA,2015,7,1674,0,1674
CANBERRA,2015,8,1662,0,1662
CANBERRA,2015,9,1639,0,1639
CANBERRA,2015,10,1699,0,1699
CANBERRA,2015,11,1670,0,1670
CANBERRA,2015,12,1474,0,1474
CANBERRA,2016,1,1276,0,1276
CANBERRA,2016,2,1620,0,1620
CANBERRA,2016,3,1671,0,1671
CANBERRA,2016,4,1618,0,1618
CANBERRA,2016,5,1673,0,1673
CANBERRA,2016,6,1543,0,1543
CANBERRA,2016,7,1634,0,1634
CANBERRA,2016,8,1724,0,1724
CANBERRA,2016,9,1625,12,1637
CANBERRA,2016,10,1622,36,1658
CANBERRA,2016,11,1636,34,1670
CANBERRA,2016,12,1467,36,1503
CANBERRA,2017,1,1239,36,1275
CANBERRA,2017,2,1565,35,1600
CANBERRA,2017,3,1720,36,1756
CANBERRA,2017,4,1488,35,1523
CANBERRA,2017,5,1698,35,1733
CANBERRA,2017,6,1590,35,1625
CANBERRA,2017,7,1690,36,1726
CANBERRA,2017,8,1746,33,1779
CANBERRA,2017,9,1627,32,1659
CANBERRA,2017,10,1686,34,1720
CANBERRA,2017,11,1687,34,1721
CANBERRA,2017,12,1488,36,1524
CANBERRA,2018,1,1278,36,1314
CANBERRA,2018,2,1555,49,1604
CANBERRA,2018,3,1707,60,1767
CANBERRA,2018,4,1515,65,1580
CANBERRA,2018,5,1724,62,1786
CANBERRA,2018,6,1600,60,1660
CANBERRA,2018,7,1694,63,1757
CANBERRA,2018,8,1746,62,1808
CANBERRA,2018,9,1645,60,1705
CANBERRA,2018,10,1703,62,1765
CANBERRA,2018,11,1662,60,1722
CANBERRA,2018,12,1454,61,1515
CANBERRA,2019,1,1284,63,1347
CANBERRA,2019,2,1546,56,1602
CANBERRA,2019,3,1678,62,1740
CANBERRA,2019,4,1588,60,1648
CANBERRA,2019,5,1686,62,1748
CANBERRA,2019,6,1581,60,1641
CANBERRA,2019,7,1706,62,1768
CANBERRA,2019,8,1690,62,1752
CANBERRA,2019,9,1678,60,1738
CANBERRA,2019,10,1725,61,1786
CANBERRA,2019,11,1643,58,1701
CANBERRA,2019,12,1477,62,1539
CANBERRA,2020,1,1230,62,1292
CANBERRA,2020,2,1532,58,1590
CANBERRA,2020,3,1280,43,1323
CANBERRA,2020,4,126,0,126
CANBERRA,2020,5,91,0,91
CANBERRA,2020,6,155,0,155
CANBERRA,2020,7,228,0,228
CANBERRA,2020,8,199,0,199
CANBERRA,2020,9,170,0,170
CANBERRA,2020,10,320,0,320
CANBERRA,2020,11,492,1,493
CANBERRA,2020,12,711,0,711
CANBERRA,2021,1,706,0,706
CANBERRA,2021,2,849,0,849
CANBERRA,2021,3,950,0,950
CANBERRA,2021,4,1056,0,1056
CANBERRA,2021,5,1387,0,1387
CANBERRA,2021,6,1168,0,1168
CANBERRA,2021,7,715,0,715
CANBERRA,2021,8,273,0,273
CANBERRA,2021,9,158,0,158
CANBERRA,2021,10,167,0,167
CANBERRA,2021,11,528,0,528
CANBERRA,2021,12,999,0,999
CANBERRA,2022,1,866,0,866
CANBERRA,2022,2,902,0,902
CANBERRA,2022,3,1345,0,1345
CANBERRA,2022,4,1668,0,1668
CANBERRA,2022,5,1832,0,1832
CANBERRA,2022,6,1657,0,1657
CANBERRA,2022,7,1663,0,1663
CANBERRA,2022,8,1662,0,1662
CANBERRA,2022,9,1562,0,1562
CANBERRA,2022,10,1591,0,1591
CANBERRA,2022,11,1634,0,1634
CANBERRA,2022,12,1570,0,1570
CANBERRA,2023,1,1385,0,1385
CANBERRA,2023,2,1538,0,1538
CANBERRA,2023,3,1748,0,1748
CANBERRA,2023,4,1618,1,1619
CANBERRA,2023,5,1818,0,1818
CANBERRA,2023,6,1726,0,1726
CANBERRA,2023,7,1710,3,1713
CANBERRA,2023,8,1791,9,1800
CANBERRA,2023,9,1726,9,1735
CANBERRA,2023,10,1742,14,1756
CANBERRA,2023,11,1699,12,1711
CANBERRA,2023,12,1488,14,1502
CANBERRA,2024,1,1292,13,1305
CANBERRA,2024,2,1591,8,1599
CANBERRA,2024,3,1682,10,1692
CANBERRA,2024,4,1585,13,1598
CANBERRA,2024,5,1664,9,1673
CANBERRA,2024,6,1546,19,1565
CANBERRA,2024,7,1602,25,1627
CANBERRA,2024,8,1578,21,1599
CANBERRA,2024,9,1532,19,1551
CANBERRA,2024,10,1596,21,1617
CANBERRA,2024,11,1590,13,1603
CANBERRA,2024,12,1354,19,1373
CANBERRA,2025,1,1121,17,1138
CANBERRA,2025,2,1450,12,1462
CANBERRA,2025,3,1575,13,1588
CANBERRA,2025,4,1519,13,1532
CANBERRA,2025,5,1583,13,1596
CANBERRA,2025,6,1497,13,1510
DARWIN,1985,1,470,29,499
DARWIN,1985,2,405,24,429
DARWIN,1985,3,424,29,453
DARWIN,1985,4,392,28,420
DARWIN,1985,5,413,27,440
DARWIN,1985,6,419,28,447
DARWIN,1985,7,441,33,474
DARWIN,1985,8,461,26,487
DARWIN,1985,9,439,28,467
DARWIN,1985,10,470,27,497
DARWIN,1985,11,439,27,466
DARWIN,1985,12,421,32,453
DARWIN,1986,1,416,32,448
DARWIN,1986,2,335,24,359
DARWIN,1986,3,396,29,425
DARWIN,1986,4,359,48,407
DARWIN,1986,5,388,45,433
DARWIN,1986,6,459,40,499
DARWIN,1986,7,510,49,559
DARWIN,1986,8,493,49,542
DARWIN,1986,9,458,39,497
DARWIN,1986,10,540,44,584
DARWIN,1986,11,435,39,474
DARWIN,1986,12,491,51,542
DARWIN,1987,1,464,53,517
DARWIN,1987,2,376,40,416
DARWIN,1987,3,462,45,507
DARWIN,1987,4,408,52,460
DARWIN,1987,5,457,50,507
DARWIN,1987,6,502,49,551
DARWIN,1987,7,485,54,539
DARWIN,1987,8,451,49,500
DARWIN,1987,9,484,51,535
DARWIN,1987,10,505,55,560
DARWIN,1987,11,429,56,485
DARWIN,1987,12,454,60,514
DARWIN,1988,1,436,61,497
DARWIN,1988,2,401,56,457
DARWIN,1988,3,462,55,517
DARWIN,1988,4,409,63,472
DARWIN,1988,5,418,63,481
DARWIN,1988,6,469,60,529
DARWIN,1988,7,587,67,654
DARWIN,1988,8,525,62,587
DARWIN,1988,9,471,59,530
DARWIN,1988,10,454,65,519
DARWIN,1988,11,399,54,453
DARWIN,1988,12,424,54,478
DARWIN,1989,1,406,53,459
DARWIN,1989,2,380,49,429
DARWIN,1989,3,210,54,264
DARWIN,1989,4,441,52,493
DARWIN,1989,5,216,53,269
DARWIN,1989,6,226,55,281
DARWIN,1989,7,264,56,320
DARWIN,1989,8,184,58,242
DARWIN,1989,9,14,62,76
DARWIN,1989,10,43,62,105
DARWIN,1989,11,103,56,159
DARWIN,1989,12,153,53,206
DARWIN,1990,1,180,60,240
DARWIN,1990,2,180,48,228
DARWIN,1990,3,196,54,250
DARWIN,1990,4,199,54,253
DARWIN,1990,5,212,57,269
DARWIN,1990,6,223,56,279
DARWIN,1990,7,249,61,310
DARWIN,1990,8,243,59,302
DARWIN,1990,9,228,53,281
DARWIN,1990,10,237,52,289
DARWIN,1990,11,232,62,294
DARWIN,1990,12,241,66,307
DARWIN,1991,1,246,65,311
DARWIN,1991,2,203,56,259
DARWIN,1991,3,223,64,287
DARWIN,1991,4,210,67,277
DARWIN,1991,5,228,76,304
DARWIN,1991,6,285,70,355
DARWIN,1991,7,328,68,396
DARWIN,1991,8,321,74,395
DARWIN,1991,9,310,70,380
DARWIN,1991,10,378,70,448
DARWIN,1991,11,505,72,577
DARWIN,1991,12,541,78,619
DARWIN,1992,1,567,79,646
DARWIN,1992,2,513,74,587
DARWIN,1992,3,565,79,644
DARWIN,1992,4,521,80,601
DARWIN,1992,5,557,81,638
DARWIN,1992,6,563,74,637
DARWIN,1992,7,594,80,674
DARWIN,1992,8,498,81,579
DARWIN,1992,9,584,78,662
DARWIN,1992,10,547,82,629
DARWIN,1992,11,527,82,609
DARWIN,1992,12,598,83,681
DARWIN,1993,1,558,77,635
DARWIN,1993,2,493,68,561
DARWIN,1993,3,552,75,627
DARWIN,1993,4,576,88,664
DARWIN,1993,5,592,90,682
DARWIN,1993,6,586,84,670
DARWIN,1993,7,654,104,758
DARWIN,1993,8,618,98,716
DARWIN,1993,9,634,101,735
DARWIN,1993,10,649,115,764
DARWIN,1993,11,630,108,738
DARWIN,1993,12,641,122,763
DARWIN,1994,1,620,120,740
DARWIN,1994,2,555,105,660
DARWIN,1994,3,649,117,766
DARWIN,1994,4,615,123,738
DARWIN,1994,5,662,125,787
DARWIN,1994,6,685,127,812
DARWIN,1994,7,722,142,864
DARWIN,1994,8,714,133,847
DARWIN,1994,9,702,133,835
DARWIN,1994,10,721,139,860
DARWIN,1994,11,708,125,833
DARWIN,1994,12,731,141,872
DARWIN,1995,1,726,137,863
DARWIN,1995,2,658,121,779
DARWIN,1995,3,731,132,863
DARWIN,1995,4,757,128,885
DARWIN,1995,5,788,139,927
DARWIN,1995,6,758,134,892
DARWIN,1995,7,832,150,982
DARWIN,1995,8,842,140,982
DARWIN,1995,9,835,136,971
DARWIN,1995,10,879,138,1017
DARWIN,1995,11,810,137,947
DARWIN,1995,12,820,142,962
DARWIN,1996,1,889,140,1029
DARWIN,1996,2,804,127,931
DARWIN,1996,3,862,138,1000
DARWIN,1996,4,892,144,1036
DARWIN,1996,5,899,145,1044
DARWIN,1996,6,833,146,979
DARWIN,1996,7,892,162,1054
DARWIN,1996,8,881,147,1028
DARWIN,1996,9,847,150,997
DARWIN,1996,10,898,158,1056
DARWIN,1996,11,861,155,1016
DARWIN,1996,12,875,166,1041
DARWIN,1997,1,861,165,1026
DARWIN,1997,2,752,146,898
DARWIN,1997,3,837,162,999
DARWIN,1997,4,838,163,1001
DARWIN,1997,5,866,168,1034
DARWIN,1997,6,834,170,1004
DARWIN,1997,7,846,168,1014
DARWIN,1997,8,830,170,1000
DARWIN,1997,9,814,165,979
DARWIN,1997,10,845,171,1016
DARWIN,1997,11,791,176,967
DARWIN,1997,12,828,182,1010
DARWIN,1998,1,807,181,988
DARWIN,1998,2,740,163,903
DARWIN,1998,3,821,179,1000
DARWIN,1998,4,817,167,984
DARWIN,1998,5,834,171,1005
DARWIN,1998,6,826,168,994
DARWIN,1998,7,890,171,1061
DARWIN,1998,8,869,167,1036
DARWIN,1998,9,851,165,1016
DARWIN,1998,10,887,170,1057
DARWIN,1998,11,892,164,1056
DARWIN,1998,12,913,171,1084
DARWIN,1999,1,886,168,1054
DARWIN,1999,2,830,153,983
DARWIN,1999,3,927,167,1094
DARWIN,1999,4,880,156,1036
DARWIN,1999,5,893,161,1054
DARWIN,1999,6,878,158,1036
DARWIN,1999,7,821,162,983
DARWIN,1999,8,844,157,1001
DARWIN,1999,9,834,156,990
DARWIN,1999,10,829,158,987
DARWIN,1999,11,797,147,944
DARWIN,1999,12,746,138,884
DARWIN,2000,1,726,135,861
DARWIN,2000,2,689,126,815
DARWIN,2000,3,827,139,966
DARWIN,2000,4,742,131,873
DARWIN,2000,5,777,157,934
DARWIN,2000,6,789,155,944
DARWIN,2000,7,808,163,971
DARWIN,2000,8,828,191,1019
DARWIN,2000,9,802,190,992
DARWIN,2000,10,802,191,993
DARWIN,2000,11,774,181,955
DARWIN,2000,12,735,187,922
DARWIN,2001,1,708,188,896
DARWIN,2001,2,673,112,785
DARWIN,2001,3,765,121,886
DARWIN,2001,4,753,120,873
DARWIN,2001,5,793,125,918
DARWIN,2001,6,749,116,865
DARWIN,2001,7,810,123,933
DARWIN,2001,8,791,122,913
DARWIN,2001,9,624,113,737
DARWIN,2001,10,491,114,605
DARWIN,2001,11,516,108,624
DARWIN,2001,12,514,72,586
DARWIN,2002,1,615,72,687
DARWIN,2002,2,595,49,644
DARWIN,2002,3,663,54,717
DARWIN,2002,4,656,49,705
DARWIN,2002,5,683,59,742
DARWIN,2002,6,682,57,739
DARWIN,2002,7,723,57,780
DARWIN,2002,8,725,60,785
DARWIN,2002,9,706,59,765
DARWIN,2002,10,722,58,780
DARWIN,2002,11,643,52,695
DARWIN,2002,12,640,61,701
DARWIN,2003,1,636,60,696
DARWIN,2003,2,563,44,607
DARWIN,2003,3,626,50,676
DARWIN,2003,4,636,49,685
DARWIN,2003,5,675,53,728
DARWIN,2003,6,665,52,717
DARWIN,2003,7,754,53,807
DARWIN,2003,8,734,55,789
DARWIN,2003,9,702,52,754
DARWIN,2003,10,716,55,771
DARWIN,2003,11,634,55,689
DARWIN,2003,12,520,59,579
DARWIN,2004,1,545,59,604
DARWIN,2004,2,508,53,561
DARWIN,2004,3,566,57,623
DARWIN,2004,4,605,58,663
DARWIN,2004,5,672,71,743
DARWIN,2004,6,644,78,722
DARWIN,2004,7,660,85,745
DARWIN,2004,8,659,83,742
DARWIN,2004,9,626,82,708
DARWIN,2004,10,626,84,710
DARWIN,2004,11,552,74,626
DARWIN,2004,12,558,92,650
DARWIN,2005,1,559,81,640
DARWIN,2005,2,534,68,602
DARWIN,2005,3,598,74,672
DARWIN,2005,4,640,83,723
DARWIN,2005,5,662,86,748
DARWIN,2005,6,686,101,787
DARWIN,2005,7,650,110,760
DARWIN,2005,8,666,92,758
DARWIN,2005,9,485,82,567
DARWIN,2005,10,615,83,698
DARWIN,2005,11,577,74,651
DARWIN,2005,12,573,83,656
DARWIN,2006,1,563,104,667
DARWIN,2006,2,517,96,613
DARWIN,2006,3,571,107,678
DARWIN,2006,4,580,108,688
DARWIN,2006,5,687,108,795
DARWIN,2006,6,669,107,776
DARWIN,2006,7,675,128,803
DARWIN,2006,8,688,123,811
DARWIN,2006,9,633,107,740
DARWIN,2006,10,647,114,761
DARWIN,2006,11,622,123,745
DARWIN,2006,12,577,131,708
