CAT_TRAVELLER,Category of traveller,Duration of stay,Reason for journey,TIME_PERIOD,OBS_VALUE
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2009-11,28360
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2009-12,28210
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-01,35200
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-02,41680
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-03,28950
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-04,22180
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-05,20270
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-06,21650
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-07,41340
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-08,26240
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-09,27470
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-10,27760
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-11,30060
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2010-12,28870
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-01,33570
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-02,45330
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-03,28930
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-04,22620
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-05,21440
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-06,21050
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-07,40810
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-08,26090
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-09,27450
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-10,27980
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-11,30310
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2011-12,31210
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-01,35110
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-02,46600
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-03,28370
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-04,24530
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-05,21580
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-06,23910
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-07,43380
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-08,29780
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-09,29790
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-10,30750
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-11,33470
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2012-12,31900
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-01,37510
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-02,44190
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-03,33640
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-04,26320
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-05,22160
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-06,25350
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-07,42460
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-08,30750
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-09,30270
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-10,31900
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-11,33790
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2013-12,34150
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-01,37270
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-02,46990
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-03,32830
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-04,26210
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-05,25300
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-06,26420
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-07,45540
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-08,32700
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-09,31510
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-10,33060
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-11,33860
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2014-12,35500
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-01,42690
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-02,46020
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-03,38970
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-04,29220
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-05,25110
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-06,26880
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-07,50410
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-08,35070
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-09,32650
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-10,35790
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-11,35690
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2015-12,37160
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-01,44880
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-02,55140
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-03,38200
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-04,32170
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-05,26880
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-06,30320
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-07,56770
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-08,37270
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-09,36400
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-10,39710
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-11,39390
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2016-12,39730
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-01,44520
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-02,66010
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-03,41780
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-04,32680
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-05,29050
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-06,32330
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-07,65160
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-08,38080
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-09,38910
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-10,41640
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-11,41610
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2017-12,42450
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-01,51480
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-02,66410
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-03,49730
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-04,41140
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-05,34070
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-06,37530
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-07,74920
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-08,41710
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-09,41390
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-10,44110
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-11,44100
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2018-12,43540
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-01,51560
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-02,75000
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-03,50610
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-04,34130
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-05,37420
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-06,38700
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-07,71990
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-08,51700
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-09,45660
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-10,46350
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-11,46070
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2019-12,45710
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-01,50270
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-02,57750
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-03,34110
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-04,550
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-05,550
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-06,1060
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-07,740
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-08,690
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-09,980
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-10,1530
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-11,2020
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2020-12,2180
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-01,1700
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-02,1500
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-03,1820
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-04,1860
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-05,2340
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-06,2190
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-07,2100
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-08,1400
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-09,990
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-10,750
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-11,4000
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2021-12,10420
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-01,11590
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-02,16420
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-03,22230
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-04,23390
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-05,25160
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-06,27290
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-07,34560
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-08,34750
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-09,31910
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-10,32740
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-11,48870
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2022-12,42860
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-01,33110
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-02,54080
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-03,44320
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-04,33740
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-05,36430
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-06,38010
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-07,54440
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-08,45010
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-09,42230
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-10,43220
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-11,51500
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2023-12,47490
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-01,49330
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-02,72140
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-03,47940
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-04,38850
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-05,39130
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-06,38110
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-07,58540
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-08,46200
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-09,44760
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-10,43350
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-11,49740
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2024-12,47410
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-01,49070
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-02,80510
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-03,50800
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-04,37880
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-05,41500
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-06,40220
6,Short-term (less than one year) Visitors arriving,3 and under 6 months,Total,2025-07,63530
5,Short-term (less than one year) Residents returning,Total,Education,2017-07,17880
5,Short-term (less than one year) Residents returning,Total,Education,2017-08,6880
5,Short-term (less than one year) Residents returning,Total,Education,2017-09,9830
5,Short-term (less than one year) Residents returning,Total,Education,2017-10,13790
5,Short-term (less than one year) Residents returning,Total,Education,2017-11,5760
5,Short-term (less than one year) Residents returning,Total,Education,2017-12,13290
5,Short-term (less than one year) Residents returning,Total,Education,2018-01,15020
5,Short-term (less than one year) Residents returning,Total,Education,2018-02,10520
5,Short-term (less than one year) Residents returning,Total,Education,2018-03,5080
5,Short-term (less than one year) Residents returning,Total,Education,2018-04,13720
5,Short-term (less than one year) Residents returning,Total,Education,2018-05,5320
5,Short-term (less than one year) Residents returning,Total,Education,2018-06,7050
5,Short-term (less than one year) Residents returning,Total,Education,2018-07,22190
5,Short-term (less than one year) Residents returning,Total,Education,2018-08,7350
5,Short-term (less than one year) Residents returning,Total,Education,2018-09,9000
5,Short-term (less than one year) Residents returning,Total,Education,2018-10,15550
5,Short-term (less than one year) Residents returning,Total,Education,2018-11,10610
5,Short-term (less than one year) Residents returning,Total,Education,2018-12,14080
5,Short-term (less than one year) Residents returning,Total,Education,2019-01,15360
5,Short-term (less than one year) Residents returning,Total,Education,2019-02,12620
5,Short-term (less than one year) Residents returning,Total,Education,2019-03,5350
5,Short-term (less than one year) Residents returning,Total,Education,2019-04,13930
5,Short-term (less than one year) Residents returning,Total,Education,2019-05,7090
5,Short-term (less than one year) Residents returning,Total,Education,2019-06,8210
5,Short-term (less than one year) Residents returning,Total,Education,2019-07,20980
5,Short-term (less than one year) Residents returning,Total,Education,2019-08,7320
5,Short-term (less than one year) Residents returning,Total,Education,2019-09,8780
5,Short-term (less than one year) Residents returning,Total,Education,2019-10,13860
5,Short-term (less than one year) Residents returning,Total,Education,2019-11,7030
5,Short-term (less than one year) Residents returning,Total,Education,2019-12,15580
5,Short-term (less than one year) Residents returning,Total,Education,2020-01,14570
5,Short-term (less than one year) Residents returning,Total,Education,2020-02,11560
5,Short-term (less than one year) Residents returning,Total,Education,2020-03,10480
5,Short-term (less than one year) Residents returning,Total,Education,2020-04,420
5,Short-term (less than one year) Residents returning,Total,Education,2020-05,490
5,Short-term (less than one year) Residents returning,Total,Education,2020-06,610
5,Short-term (less than one year) Residents returning,Total,Education,2020-07,550
5,Short-term (less than one year) Residents returning,Total,Education,2020-08,390
5,Short-term (less than one year) Residents returning,Total,Education,2020-09,240
5,Short-term (less than one year) Residents returning,Total,Education,2020-10,250
5,Short-term (less than one year) Residents returning,Total,Education,2020-11,410
5,Short-term (less than one year) Residents returning,Total,Education,2020-12,630
5,Short-term (less than one year) Residents returning,Total,Education,2021-01,690
5,Short-term (less than one year) Residents returning,Total,Education,2021-02,400
5,Short-term (less than one year) Residents returning,Total,Education,2021-03,300
5,Short-term (less than one year) Residents returning,Total,Education,2021-04,240
5,Short-term (less than one year) Residents returning,Total,Education,2021-05,460
5,Short-term (less than one year) Residents returning,Total,Education,2021-06,440
5,Short-term (less than one year) Residents returning,Total,Education,2021-07,350
5,Short-term (less than one year) Residents returning,Total,Education,2021-08,110
5,Short-term (less than one year) Residents returning,Total,Education,2021-09,40
5,Short-term (less than one year) Residents returning,Total,Education,2021-10,40
5,Short-term (less than one year) Residents returning,Total,Education,2021-11,280
5,Short-term (less than one year) Residents returning,Total,Education,2021-12,730
5,Short-term (less than one year) Residents returning,Total,Education,2022-01,1180
5,Short-term (less than one year) Residents returning,Total,Education,2022-02,1570
5,Short-term (less than one year) Residents returning,Total,Education,2022-03,920
5,Short-term (less than one year) Residents returning,Total,Education,2022-04,1410
5,Short-term (less than one year) Residents returning,Total,Education,2022-05,1840
5,Short-term (less than one year) Residents returning,Total,Education,2022-06,2210
5,Short-term (less than one year) Residents returning,Total,Education,2022-07,5080
5,Short-term (less than one year) Residents returning,Total,Education,2022-08,3110
5,Short-term (less than one year) Residents returning,Total,Education,2022-09,3020
5,Short-term (less than one year) Residents returning,Total,Education,2022-10,3460
5,Short-term (less than one year) Residents returning,Total,Education,2022-11,3510
5,Short-term (less than one year) Residents returning,Total,Education,2022-12,5680
5,Short-term (less than one year) Residents returning,Total,Education,2023-01,8790
5,Short-term (less than one year) Residents returning,Total,Education,2023-02,8600
5,Short-term (less than one year) Residents returning,Total,Education,2023-03,3430
5,Short-term (less than one year) Residents returning,Total,Education,2023-04,6540
5,Short-term (less than one year) Residents returning,Total,Education,2023-05,4340
5,Short-term (less than one year) Residents returning,Total,Education,2023-06,5770
5,Short-term (less than one year) Residents returning,Total,Education,2023-07,15120
5,Short-term (less than one year) Residents returning,Total,Education,2023-08,6270
5,Short-term (less than one year) Residents returning,Total,Education,2023-09,8240
5,Short-term (less than one year) Residents returning,Total,Education,2023-10,7750
5,Short-term (less than one year) Residents returning,Total,Education,2023-11,5010
5,Short-term (less than one year) Residents returning,Total,Education,2023-12,10850
5,Short-term (less than one year) Residents returning,Total,Education,2024-01,13650
5,Short-term (less than one year) Residents returning,Total,Education,2024-02,11180
5,Short-term (less than one year) Residents returning,Total,Education,2024-03,3900
5,Short-term (less than one year) Residents returning,Total,Education,2024-04,11080
5,Short-term (less than one year) Residents returning,Total,Education,2024-05,5180
5,Short-term (less than one year) Residents returning,Total,Education,2024-06,5600
5,Short-term (less than one year) Residents returning,Total,Education,2024-07,17590
5,Short-term (less than one year) Residents returning,Total,Education,2024-08,6330
5,Short-term (less than one year) Residents returning,Total,Education,2024-09,9020
5,Short-term (less than one year) Residents returning,Total,Education,2024-10,11510
5,Short-term (less than one year) Residents returning,Total,Education,2024-11,5540
5,Short-term (less than one year) Residents returning,Total,Education,2024-12,11920
5,Short-term (less than one year) Residents returning,Total,Education,2025-01,12800
5,Short-term (less than one year) Residents returning,Total,Education,2025-02,12060
5,Short-term (less than one year) Residents returning,Total,Education,2025-03,4900
5,Short-term (less than one year) Residents returning,Total,Education,2025-04,9900
5,Short-term (less than one year) Residents returning,Total,Education,2025-05,5210
5,Short-term (less than one year) Residents returning,Total,Education,2025-06,6380
5,Short-term (less than one year) Residents returning,Total,Education,2025-07,16920
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2007-07,186090
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2007-08,112920
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2007-09,140870
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2007-10,205720
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2007-11,116590
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2007-12,105010
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-01,280430
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-02,123130
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-03,120350
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-04,150300
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-05,132210
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-06,132020
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-07,203150
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-08,126610
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-09,146440
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-10,207830
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-11,126140
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2008-12,105650
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-01,274560
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-02,120990
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-03,120680
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-04,166210
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-05,136650
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-06,137270
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-07,220950
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-08,148010
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-09,162220
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-10,234070
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-11,137610
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2009-12,124470
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-01,318880
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-02,131840
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-03,140980
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-04,186740
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-05,151850
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-06,159740
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-07,260870
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-08,161100
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-09,184480
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-10,254350
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-11,146160
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2010-12,131360
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-01,347910
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-02,148010
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-03,147120
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-04,189990
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-05,196210
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-06,171870
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-07,283170
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-08,172740
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-09,198530
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-10,279780
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-11,165400
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2011-12,142030
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-01,370080
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-02,166990
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-03,151180
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-04,232080
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-05,173570
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-06,195050
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-07,304060
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-08,172420
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-09,214150
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-10,301860
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-11,166980
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2012-12,157740
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-01,392490
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-02,165640
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-03,163350
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-04,229430
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-05,208990
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-06,203730
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-07,317580
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-08,202920
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-09,236590
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-10,314930
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-11,175080
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2013-12,165960
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-01,427680
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-02,181970
